customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,churn_probability,CLV
5365,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,1,2,29.85,29.85,No,0.24,29.85
3953,1,0,0,0,34,1,0,0,2,0,2,0,0,0,1,0,3,56.95,1889.5,No,0.01,1936.3000000000002
2558,1,0,0,0,2,1,0,0,2,2,0,0,0,0,0,1,3,53.85,108.15,Yes,0.82,107.7
5524,1,0,0,0,45,0,1,0,2,0,2,2,0,0,1,0,0,42.3,1840.75,No,0.005,1903.4999999999998
6500,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,70.7,151.65,Yes,0.76,141.4
6540,0,0,0,0,8,1,2,1,0,0,2,0,2,2,0,1,2,99.65,820.5,Yes,0.995,797.2
1001,1,0,0,1,22,1,2,1,0,2,0,0,2,0,0,1,1,89.1,1949.4,No,0.455,1960.1999999999998
4760,0,0,0,0,10,0,1,0,2,0,0,0,0,0,0,0,3,29.75,301.9,No,0.24,297.5
5593,0,0,1,0,28,1,2,1,0,0,2,2,2,2,0,1,2,104.8,3046.05,Yes,0.885,2934.4
4524,1,0,0,1,62,1,0,0,2,2,0,0,0,0,1,0,0,56.15,3487.95,No,0.02,3481.2999999999997
6860,1,0,1,1,13,1,0,0,2,0,0,0,0,0,0,1,3,49.95,587.45,No,0.03,649.35
5278,1,0,0,0,16,1,0,2,1,1,1,1,1,1,2,0,1,18.95,326.8,No,0.01,303.2
5740,1,0,1,0,58,1,2,1,0,0,2,0,2,2,1,0,1,100.35,5681.1,No,0.08,5820.299999999999
174,1,0,0,0,49,1,2,1,0,2,2,0,2,2,0,1,0,103.7,5036.3,Yes,0.845,5081.3
3606,1,0,0,0,25,1,0,1,2,0,2,2,2,2,0,1,2,105.5,2686.05,No,0.435,2637.5
2550,0,0,1,1,69,1,2,1,2,2,2,2,2,2,2,0,1,113.25,7895.15,No,0.0,7814.25
5809,0,0,0,0,52,1,0,2,1,1,1,1,1,1,1,0,3,20.65,1022.95,No,0.015,1073.8
7008,1,0,0,1,71,1,2,1,2,0,2,0,2,2,2,0,0,106.7,7382.25,No,0.055,7575.7
2930,0,0,1,1,10,1,0,0,0,0,2,2,0,0,0,0,1,55.2,528.35,Yes,0.14,552.0
2921,0,0,0,0,21,1,0,1,0,2,2,0,0,2,0,1,2,90.05,1862.9,No,0.145,1891.05
6196,1,1,0,0,1,0,1,0,0,0,2,0,0,2,0,1,2,39.65,39.65,Yes,0.975,39.65
1140,1,0,1,0,12,1,0,2,1,1,1,1,1,1,1,0,0,19.8,202.25,No,0.05,237.60000000000002
723,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.15,20.15,Yes,0.8581527777777777,20.15
2535,0,0,1,0,58,1,2,0,0,2,0,2,0,0,2,1,1,59.9,3505.1,No,0.02,3474.2
4469,1,0,1,1,49,1,0,0,2,2,0,2,0,0,0,0,1,59.6,2970.3,No,0.06,2920.4
4863,0,0,0,0,30,1,0,0,2,2,0,0,0,0,0,1,0,55.3,1530.6,No,0.07,1659.0
4574,1,0,1,1,47,1,2,1,0,2,0,0,2,2,0,1,2,99.35,4749.15,Yes,0.755,4669.45
6108,1,0,1,1,1,0,1,0,0,2,0,0,0,0,0,0,2,30.2,30.2,Yes,0.785,30.2
3724,1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,1,90.25,6369.45,No,0.0,6498.0
6188,0,0,0,1,17,1,0,0,0,0,0,0,2,2,0,1,3,64.7,1093.1,Yes,0.75,1099.9
2694,0,1,1,0,71,1,2,1,2,2,2,2,0,0,2,1,1,96.35,6766.95,No,0.01,6840.849999999999
3472,1,1,1,0,2,1,0,1,0,0,2,0,2,2,0,1,1,95.5,181.65,No,0.315,191.0
4834,0,0,1,1,27,1,0,0,2,2,2,2,0,0,1,0,3,66.15,1874.45,No,0.03,1786.0500000000002
5184,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,20.2,20.2,No,0.1783333333333333,20.2
2378,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,45.25,45.25,No,0.28,45.25
4413,0,0,1,1,72,1,2,1,2,2,0,2,2,0,2,0,0,99.9,7251.7,No,0.04,7192.8
4282,1,0,0,0,5,1,0,1,0,0,0,0,0,0,0,1,2,69.7,316.9,Yes,0.81,348.5
4646,0,0,0,0,46,1,0,1,0,0,2,0,0,0,0,1,1,74.8,3548.3,No,0.11,3440.7999999999997
3819,1,0,0,0,34,1,2,1,0,2,2,0,2,2,0,1,2,106.35,3549.25,Yes,0.715,3615.8999999999996
5792,0,0,0,0,11,1,2,1,0,0,2,0,2,2,0,1,0,97.85,1105.4,Yes,0.985,1076.35
6252,1,0,1,1,10,1,0,0,0,2,0,0,0,0,1,0,3,49.55,475.7,No,0.045,495.5
6660,0,0,1,1,70,1,2,0,2,2,0,0,2,0,2,1,1,69.2,4872.35,No,0.02,4844.0
6945,0,0,1,1,17,1,0,2,1,1,1,1,1,1,1,0,3,20.75,418.25,No,0.035,352.75
3259,0,0,0,0,63,1,2,0,2,2,2,2,2,0,2,1,1,79.85,4861.45,No,0.0,5030.549999999999
2855,0,0,1,0,13,1,2,0,2,2,0,2,2,0,0,1,2,76.2,981.45,No,0.09,990.6
2593,0,0,0,0,49,1,2,1,0,0,0,0,0,2,0,1,2,84.5,3906.7,No,0.195,4140.5
4202,1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,3,49.25,97,No,0.24,98.5
5499,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,80.65,144.15,Yes,0.9,161.3
5417,1,0,0,0,52,1,2,0,2,0,0,2,2,2,2,1,1,79.75,4217.8,No,0.005,4147.0
2043,0,0,1,1,69,1,2,0,2,0,2,2,0,0,2,1,1,64.15,4254.1,No,0.05,4426.35
5675,0,1,0,0,43,1,2,1,0,2,0,0,2,0,0,1,2,90.25,3838.75,No,0.145,3880.75
6619,0,0,0,0,15,1,0,1,2,2,0,0,2,2,0,1,1,99.1,1426.4,Yes,0.865,1486.5
4648,0,1,1,0,25,1,2,0,2,0,0,2,2,0,0,1,1,69.5,1752.65,No,0.05,1737.5
5295,0,1,1,0,8,1,2,1,0,2,0,0,0,0,0,1,1,80.65,633.3,Yes,0.75,645.2
3256,0,1,1,1,60,1,0,0,2,2,2,2,0,2,1,1,1,74.85,4456.35,No,0.03,4491.0
1128,1,1,0,0,18,1,2,1,0,0,0,0,2,2,0,1,2,95.45,1752.55,Yes,0.82,1718.1000000000001
6187,0,0,1,1,63,1,2,1,2,0,0,0,2,2,1,1,1,99.65,6311.2,No,0.05,6277.950000000001
3569,1,1,1,1,66,1,2,1,0,2,2,2,2,2,1,1,2,108.45,7076.35,No,0.06,7157.7
2777,0,0,1,1,34,1,2,2,1,1,1,1,1,1,2,0,1,24.95,894.3,No,0.0,848.3
4208,0,0,0,0,72,1,2,1,0,0,2,2,2,2,2,1,1,107.5,7853.7,No,0.09,7740.0
295,0,0,1,0,47,1,2,1,0,0,2,0,2,2,0,1,2,100.5,4707.1,No,0.205,4723.5
832,1,0,0,0,60,1,2,1,0,2,0,0,2,0,0,1,0,89.9,5450.7,No,0.185,5394.0
358,1,0,1,0,72,0,1,0,2,2,2,0,0,0,2,0,0,42.1,2962,No,0.01,3031.2000000000003
374,0,0,1,1,18,1,0,0,0,0,2,2,0,0,1,1,1,54.4,957.1,No,0.06,979.1999999999999
4034,0,0,0,0,9,1,2,1,0,0,0,0,2,2,0,0,2,94.4,857.25,Yes,0.84,849.6
3600,0,0,0,0,3,1,0,0,0,2,0,2,2,2,0,1,2,75.3,244.1,No,0.18,225.89999999999998
6079,1,0,1,0,47,1,2,1,0,2,0,0,0,0,1,1,2,78.9,3650.35,No,0.04,3708.3
2376,0,0,0,0,31,1,0,0,0,2,2,2,2,2,2,0,3,79.2,2497.2,No,0.025,2455.2000000000003
2210,0,0,1,1,50,1,0,2,1,1,1,1,1,1,2,0,0,20.15,930.9,No,0.0,1007.4999999999999
5252,1,0,0,0,10,1,0,1,2,0,2,0,0,0,0,1,3,79.85,887.35,No,0.09,798.5
1561,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,3,49.05,49.05,No,0.175,49.05
501,0,0,1,1,52,1,0,2,1,1,1,1,1,1,1,1,2,20.4,1090.65,No,0.0,1060.8
1271,1,1,1,1,64,1,2,1,2,0,2,2,2,2,2,1,0,111.6,7099,No,0.105,7142.4
5686,1,0,1,1,62,1,2,2,1,1,1,1,1,1,2,1,0,24.25,1424.6,No,0.0,1503.5
3985,0,0,0,1,3,1,0,0,2,0,0,2,0,2,0,1,0,64.5,177.4,No,0.335,193.5
1834,0,1,0,0,56,1,2,1,2,2,2,0,2,2,1,0,2,110.5,6139.5,No,0.13,6188.0
4540,0,0,0,0,46,1,0,0,0,0,0,0,0,2,1,0,1,55.65,2688.85,No,0.04,2559.9
3961,0,0,1,1,8,1,0,0,2,2,0,0,0,0,0,0,3,54.65,482.25,No,0.08,437.2
108,1,1,0,0,30,1,0,0,2,2,0,0,2,2,0,1,2,74.75,2111.3,No,0.145,2242.5
2725,0,0,1,1,45,1,2,2,1,1,1,1,1,1,1,1,1,25.9,1216.6,No,0.0,1165.5
4181,0,0,0,1,1,1,0,1,0,0,0,0,2,0,0,1,2,79.35,79.35,Yes,0.925,79.35
5755,0,0,1,1,11,0,1,0,2,0,0,0,2,2,0,0,2,50.55,565.35,No,0.13,556.05
6477,0,0,1,0,7,1,0,1,0,0,2,0,0,0,0,1,0,75.15,496.9,Yes,0.84,526.0500000000001
6978,0,0,0,0,42,1,0,1,0,2,2,2,2,2,0,1,0,103.8,4327.5,No,0.12,4359.599999999999
202,0,0,1,0,49,1,0,2,1,1,1,1,1,1,2,1,0,20.15,973.35,No,0.0,987.3499999999999
3092,1,0,0,0,9,1,2,1,0,2,0,0,2,2,0,1,1,99.3,918.75,No,0.885,893.6999999999999
3367,0,0,1,0,35,1,0,0,2,0,0,0,2,0,1,1,0,62.15,2215.45,No,0.0,2175.25
1257,0,0,1,1,48,1,0,2,1,1,1,1,1,1,2,0,0,20.65,1057,No,0.02,991.1999999999999
1917,0,0,1,1,46,1,0,2,1,1,1,1,1,1,2,1,3,19.95,927.1,No,0.0,917.6999999999999
2099,1,0,1,0,29,0,1,0,0,0,0,0,2,0,0,0,3,33.75,1009.25,No,0.1,978.75
3336,1,0,1,1,30,1,0,1,0,2,2,0,0,0,0,0,0,82.05,2570.2,No,0.065,2461.5
1662,1,1,0,0,1,1,0,1,0,0,0,2,0,0,0,0,2,74.7,74.7,No,0.14,74.7
5127,1,0,1,1,66,1,2,0,2,0,2,2,2,2,2,1,3,84.0,5714.25,No,0.015,5544.0
4295,0,0,0,0,65,1,2,1,2,2,2,0,2,2,0,1,1,111.05,7107,No,0.085,7218.25
6934,1,0,0,0,72,1,2,1,0,2,2,0,2,2,2,1,0,100.9,7459.05,No,0.02,7264.8
6088,0,0,0,0,12,1,2,1,2,0,0,0,0,0,0,1,2,78.95,927.35,Yes,0.355,947.4000000000001
6897,1,0,1,1,71,1,2,0,2,2,0,2,0,0,1,1,1,66.85,4748.7,No,0.01,4746.349999999999
173,1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,21.05,113.85,Yes,0.605,105.25
2244,1,0,0,0,52,1,0,2,1,1,1,1,1,1,2,0,0,21.0,1107.2,No,0.02,1092.0
3199,0,1,1,0,25,1,0,1,0,2,2,0,2,2,0,1,2,98.5,2514.5,Yes,0.865,2462.5
4520,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.2,20.2,No,0.2905396825396825,20.2
2569,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,2,19.45,19.45,No,0.4775,19.45
5054,1,0,0,0,38,1,2,1,0,0,2,2,2,0,1,0,0,95.0,3605.6,No,0.025,3610.0
3826,0,1,1,0,66,0,1,0,0,2,2,0,2,0,1,0,0,45.55,3027.25,No,0.055,3006.2999999999997
2228,1,0,1,0,68,1,2,1,0,2,2,2,2,2,2,1,0,110.0,7611.85,Yes,0.655,7480.0
4376,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,3,24.3,100.2,No,0.18,121.5
4772,0,0,1,1,72,1,2,1,2,2,0,0,2,2,1,1,2,104.15,7303.05,No,0.02,7498.8
6852,0,0,0,0,32,0,1,0,2,0,0,0,0,0,1,0,3,30.15,927.65,No,0.035,964.8
6056,1,0,0,0,43,1,2,1,0,0,0,0,2,2,1,0,3,94.35,3921.3,No,0.075,4057.0499999999997
1965,1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,1,19.4,1363.25,No,0.0,1396.8
327,1,0,1,0,55,1,2,1,2,2,0,0,2,0,0,1,2,96.75,5238.9,Yes,0.23,5321.25
3164,0,0,0,0,52,1,0,0,2,0,2,2,0,0,1,0,1,57.95,3042.25,No,0.01,3013.4
4045,0,0,0,0,43,1,0,1,0,2,2,0,2,0,0,1,2,91.65,3954.1,No,0.105,3940.9500000000003
3410,0,1,1,0,37,1,2,1,0,0,0,0,0,0,0,1,2,76.5,2868.15,Yes,0.575,2830.5
3726,0,0,1,1,64,0,1,0,0,2,0,2,2,2,2,1,2,54.6,3423.5,No,0.03,3494.4
2138,1,0,1,1,3,1,0,1,2,2,0,0,2,0,0,0,2,89.85,248.4,No,0.12,269.54999999999995
6721,0,0,0,0,36,0,1,0,2,0,0,0,0,0,2,0,0,31.05,1126.35,No,0.03,1117.8
3754,0,0,1,1,10,1,2,1,2,0,0,0,2,2,0,1,2,100.25,1064.65,Yes,0.9,1002.5
5950,0,0,0,0,41,1,0,2,1,1,1,1,1,1,2,0,3,20.65,835.15,No,0.0,846.65
6633,1,0,1,1,27,1,2,1,0,2,0,2,0,0,0,1,1,85.2,2151.6,No,0.075,2300.4
